"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"9:01:41.7661362 PM","powershell.exe","4500","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability","SUCCESS","Desired Access: Read"
"9:01:41.7661482 PM","powershell.exe","4500","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability","SUCCESS",""
"9:01:41.7661779 PM","powershell.exe","4500","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability","SUCCESS","Desired Access: Read"
"9:01:41.7661893 PM","powershell.exe","4500","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability","SUCCESS",""
"9:01:41.7662352 PM","powershell.exe","4500","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability","SUCCESS","Desired Access: Read"
"9:01:41.7662457 PM","powershell.exe","4500","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability","SUCCESS",""
"9:01:41.7667815 PM","powershell.exe","4500","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability","SUCCESS","Desired Access: Read"
"9:01:41.7667958 PM","powershell.exe","4500","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability","SUCCESS",""
"9:01:41.7668159 PM","powershell.exe","4500","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability","SUCCESS","Desired Access: Read"
"9:01:41.7668267 PM","powershell.exe","4500","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability","SUCCESS",""
"9:01:41.7668723 PM","powershell.exe","4500","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability","SUCCESS","Desired Access: Read"
"9:01:41.7668825 PM","powershell.exe","4500","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability","SUCCESS",""
"9:01:41.7677231 PM","powershell.exe","4500","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability","SUCCESS","Desired Access: Read"
"9:01:41.7677376 PM","powershell.exe","4500","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability","SUCCESS",""
"9:01:41.7677557 PM","powershell.exe","4500","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability","SUCCESS","Desired Access: Read"
"9:01:41.7677661 PM","powershell.exe","4500","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability","SUCCESS",""
"9:01:41.7678097 PM","powershell.exe","4500","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability","SUCCESS","Desired Access: Read"
"9:01:41.7678198 PM","powershell.exe","4500","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability","SUCCESS",""
"9:01:41.7683790 PM","powershell.exe","4500","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability","SUCCESS","Desired Access: Read"
"9:01:41.7683910 PM","powershell.exe","4500","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability","SUCCESS",""
"9:01:41.7684085 PM","powershell.exe","4500","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability","SUCCESS","Desired Access: Read"
"9:01:41.7684185 PM","powershell.exe","4500","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability","SUCCESS",""
"9:01:41.7684612 PM","powershell.exe","4500","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability","SUCCESS","Desired Access: Read"
"9:01:41.7685110 PM","powershell.exe","4500","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability","SUCCESS",""
"9:01:41.7691667 PM","powershell.exe","4500","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability","SUCCESS","Desired Access: Read"
"9:01:41.7692004 PM","powershell.exe","4500","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability","SUCCESS",""
"9:01:41.7692386 PM","powershell.exe","4500","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability","SUCCESS","Desired Access: Read"
"9:01:41.7692585 PM","powershell.exe","4500","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability","SUCCESS",""
"9:01:41.7693062 PM","powershell.exe","4500","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Reliability","SUCCESS","Desired Access: Read"
