"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"9:23:26.2675045 AM","Explorer.EXE","3484","RegQueryValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Advanced\HideDrivesWithNoMedia","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"9:23:26.2833467 AM","Explorer.EXE","3484","RegQueryValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Advanced\HideDrivesWithNoMedia","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
